--- PHASE 2 LINE-BY-LINE PROCESSING LOG ---
Input PDF: E0H1CM114.pdf
Heading Font Threshold: >= 11.0pt
Potential Heading Fonts: [20.0, 16.0, 12.0]
Noise Fonts: [7.6]
-------------------------------------------
Page 1   | Font: 20.0 pt | Status: SKIPPED   | Filters: F1_PASSED, LargeFont, VS_FAILED(A:270.5,B:329.4), IND_FAILED(Diff:-146.6), F2_FAILED | Text: 'March 21, 2003'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '3.1 Schools:'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '- Ontario School Library Association (OSLA) and The Assoc...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Coordinators of Ontario (TALCO)  (Executive Council of OS...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'consultation with TALCO)'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '3.2 Universities:'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '- Ontario Council of University Libraries (OCUL) (OCUL to...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '3.3 Colleges:'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '- Bibliocentre, and Heads of Libraries and Learning Resou...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '3.4 Public libraries:'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '- Administrators of Medium-sized Public Libraries of Onta...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Urban Public Libraries of Ontario (ARUPLO), Administrator...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Ontario (ASPLO) and Chief Executives of Large-sized Publi...'
Page 11  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '(Executives of AMPLO, ARUPLO, ASPLO and CELPLO to name)'
Page 11  | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '11'
Page 11  | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '11'
Page 11  | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '11'
Page 11  | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '11'
Page 11  | Font: 7.6  pt | Status: SKIPPED   | Filters: NOISE_FONT                     | Text: 'RFP: To Develop the Ontario Digital Library Business Plan'
Page 11  | Font: 7.6  pt | Status: SKIPPED   | Filters: NOISE_FONT                     | Text: 'March 2003'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '3.5 Ontario Library Association representative (ex-offici...'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '- Role of the OLA ex-officio member: To act as a liaison ...'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'the OLA Board, and to assist the chair with the administr...'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'the preparation of the business plan, finance, and commun...'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '3.6 It is anticipated that as planning for the ODL evolve...'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'discretion, call on invited experts to advise on issues a...'
Page 12  | Font: 10.0 pt | Status: CANDIDATE | Filters: F1_PASSED, Style, VS_FAILED(A:11.8,B:12.5), IND_PASSED(Diff:5.8), F2_PASSED | Text: '4. Appointment Criteria and Process'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '4.1'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Groups and organizations named in Section 3 above are res...'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'representatives to the Steering Committee.'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '4.2'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Desired characteristics for steering committee appointees...'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '•'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Strategic thinkers;'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '•'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Committed to the concept of multi-sector partnerships;'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '•'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Knowledgeable about digital libraries and resources;'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '•'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Knowledgeable about government structures;'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '•'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Respected by their communities; influential;'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '•'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Able to take a consultative approach;'
Page 12  | Font: 12.0 pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '•'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Able to devote time to Steering Committee business: appro...'
Page 12  | Font: 12.0 pt | Status: SKIPPED   | Filters: F1_PASSED, LargeFont, VS_FAILED(A:0.2,B:11.9), IND_FAILED(Diff:-36.0), F2_FAILED | Text: 'meetings plus 2-3 working days per month on related activ...'
Page 12  | Font: 10.0 pt | Status: CANDIDATE | Filters: F1_PASSED, Style, VS_FAILED(A:11.9,B:12.0), IND_PASSED(Diff:5.8), F2_PASSED | Text: '5. Term'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Expected term on the Steering Committee is the time requi...'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'business plan plus two months. This process is expected t...'
Page 12  | Font: 10.0 pt | Status: CANDIDATE | Filters: F1_PASSED, Style, VS_FAILED(A:11.8,B:12.0), IND_PASSED(Diff:5.8), F2_PASSED | Text: '6. Chair'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Chair will be appointed by the Board of the Ontario Libra...'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Role of the Chair:'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'In addition to the characteristics for appointees (4.2) t...'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'working with the selected consultant(s), OLA, and the Ste...'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'plan. The chair must be able to devote 5-8 days per month...'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'the business plan, and communications to stakeholders, fu...'
Page 12  | Font: 10.0 pt | Status: CANDIDATE | Filters: F1_PASSED, Style, VS_FAILED(A:11.7,B:12.0), IND_PASSED(Diff:5.8), F2_PASSED | Text: '7. Meetings'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'It is expected that in person meetings are held once per ...'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'conducted by e-mail, and teleconference.'
Page 12  | Font: 10.0 pt | Status: CANDIDATE | Filters: F1_PASSED, Style, VS_FAILED(A:11.7,B:12.0), IND_PASSED(Diff:5.8), F2_PASSED | Text: '8. Lines of Accountability and Communication'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '8.1 The Steering Committee is accountable to the Province...'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'funders.'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '8.2 The role of the Ontario Library Association is to ass...'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'ODL funders to finance the business plan, to hold the fun...'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'disperse them for purposes as  directed by the Steering C...'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'financial reports to the Steering Committee as requested ...'
Page 12  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'government reporting regulations for funds received.'
Page 12  | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '12'
Page 12  | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '12'
Page 12  | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '12'
Page 12  | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '12'
Page 12  | Font: 7.6  pt | Status: SKIPPED   | Filters: NOISE_FONT                     | Text: 'RFP: To Develop the Ontario Digital Library Business Plan'
Page 12  | Font: 7.6  pt | Status: SKIPPED   | Filters: NOISE_FONT                     | Text: 'March 2003'
Page 13  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '8.3 The Steering Committee is accountable to its constitu...'
Page 13  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'ongoing communications and consultation on issues and pro...'
Page 13  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'is responsible for strong liaison with government particu...'
Page 13  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'Community Services Cluster, ADM’s and Deputy Ministers.'
Page 13  | Font: 10.0 pt | Status: CANDIDATE | Filters: F1_PASSED, Style, VS_FAILED(A:11.8,B:12.0), IND_PASSED(Diff:5.8), F2_PASSED | Text: '9. Financial and Administrative Policies'
Page 13  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '9.1 Service on the Steering Committee is non-remunerative'
Page 13  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '9.2 Travel and meeting expenses for Steering Committee me...'
Page 13  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'policies of the Ontario Library Association'
Page 13  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '9.3 Conflict of Interest:'
Page 13  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'The ODL Steering Committee will function according to sta...'
Page 13  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'ensuring that members,  their immediate family members, o...'
Page 13  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'not benefit financially from the decisions  the Steering ...'
Page 13  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'order of business, the Steering Committee will be expecte...'
Page 13  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'statement and procedural guidelines that will govern its ...'
Page 13  | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '13'
Page 13  | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '13'
Page 13  | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '13'
Page 13  | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '13'
Page 13  | Font: 7.6  pt | Status: SKIPPED   | Filters: NOISE_FONT                     | Text: 'RFP: To Develop the Ontario Digital Library Business Plan'
Page 13  | Font: 7.6  pt | Status: SKIPPED   | Filters: NOISE_FONT                     | Text: 'March 2003'
Page 14  | Font: 12.0 pt | Status: CANDIDATE | Filters: F1_PASSED, LargeFont, IND_PASSED(Diff:102.0), F2_PASSED | Text: 'Appendix C:'
Page 14  | Font: 12.0 pt | Status: SKIPPED   | Filters: F1_PASSED, LargeFont, VS_FAILED(A:-16.9,B:27.5), IND_FAILED(Diff:-102.0), F2_FAILED | Text: 'ODL’s Envisioned Electronic Resources'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'The purpose of the ODL is to provide equal access to info...'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'collaboration and resource sharing. ODL will be a portal ...'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: 'a home page for local libraries - to organized, comprehen...'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'e-information resources to meet the needs of all Ontario ...'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'of their education, life and work. Some examples:'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '1. Reference Resources'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '- directories: companies, associations, organizations, go...'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: 'etc. etc.'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '- almanacs, country information'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '- dictionaries, thesauri, encyclopedias'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '-consumer information'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '- phone books,'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '- travel guides, entertainment guides'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '- weather information'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '- media/newspapers'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '- leisure time, recreational activity guides'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '- indexing and abstracting services'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '- currency converters,'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '- virtual reference services'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '-vocational/career information'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '-internet search engines'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '-current awareness services'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '2. Subject Guides'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '-arts and humanities'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '- business and economics'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '- education'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '-recreation and sports'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '-entertainment - games, activities for kids'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '-health information'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '-science and technology'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '-social sciences'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '-society and culture'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '3. Educational tool-kits'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '-guides to information gathering methodologies, informati...'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '-study guides'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '-study skill development'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '-web-based curricula'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '-internet search guides'
Page 14  | Font: 10.0 pt | Status: SKIPPED   | Filters: F1_FAILED                      | Text: '4. Journals, books, maps, music etc.'
Page 14  | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '14'
Page 14  | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '14'
Page 14  | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '14'
Page 14  | Font: 9.0  pt | Status: SKIPPED   | Filters: CONTENT_FAILED                 | Text: '14'
Page 14  | Font: 7.6  pt | Status: SKIPPED   | Filters: NOISE_FONT                     | Text: 'RFP: To Develop the Ontario Digital Library Business Plan'
Page 14  | Font: 7.6  pt | Status: SKIPPED   | Filters: NOISE_FONT                     | Text: 'March 2003'
